,customerkey,gender,name,city,state_code,state,zip_code,country,continent,birthday,order_number,line_item,order_date,delivery_date,storekey,productkey,quantity,currency_code,date,currency,exchange,product_name,brand,color,unit_cost_usd,unit_price_usd,subcategorykey,subcategory,categorykey,category,square_meters,open_date
4253,1522440,Male,Steven Crawford,Wichita,KS,Kansas,67202,United States,North America,1959-03-29,700010,6,2016-11-30,Not Delivered,50,1028,3,USD,2016-11-30,USD,1.0,A. Datum Compact Digital Camera M200 Azure,A. Datum,Azure,59.32,129.0,401,Digital Cameras,4,Cameras and camcorders,2000.0,2008-03-06
4254,1522440,Male,Steven Crawford,Wichita,KS,Kansas,67202,United States,North America,1959-03-29,1833034,1,2020-01-07,Not Delivered,50,1515,1,USD,2020-01-07,USD,1.0,The Phone Company Smart phones 6-LINE SCREEN M21 Gold,The Phone Company,Gold,105.77,230.0,504,Smart phones & PDAs,5,Cell phones,2000.0,2008-03-06
4255,2020420,Male,Delfor Aguilera,Ulysses,KS,Kansas,67880,United States,North America,1951-02-04,2064004,1,2020-08-25,Not Delivered,50,1515,1,USD,2020-08-25,USD,1.0,The Phone Company Smart phones 6-LINE SCREEN M21 Gold,The Phone Company,Gold,105.77,230.0,504,Smart phones & PDAs,5,Cell phones,2000.0,2008-03-06
4256,1737038,Male,William Berry,Kansas City,KS,Kansas,66102,United States,North America,1990-10-12,780001,2,2017-02-18,Not Delivered,50,1665,9,USD,2017-02-18,USD,1.0,MGS Hand Games for 12-16 boys E600 Yellow,Tailspin Toys,Yellow,2.54,4.99,701,Boxed Games,7,Games and Toys,2000.0,2008-03-06
4257,2070269,Male,Jerrold Tucker,Girard,KS,Kansas,66743,United States,North America,1952-04-29,852005,4,2017-05-01,Not Delivered,50,1510,2,USD,2017-05-01,USD,1.0,The Phone Company Smart phones without camera E100 Gold,The Phone Company,Gold,65.77,129.0,504,Smart phones & PDAs,5,Cell phones,2000.0,2008-03-06
4258,1694419,Female,Bessie Mack,Olpe,KS,Kansas,66865,United States,North America,1985-02-11,1452009,1,2018-12-22,Not Delivered,50,1510,2,USD,2018-12-22,USD,1.0,The Phone Company Smart phones without camera E100 Gold,The Phone Company,Gold,65.77,129.0,504,Smart phones & PDAs,5,Cell phones,2000.0,2008-03-06
4259,1273792,Male,Richard Cushing,Wichita,KS,Kansas,67203,United States,North America,1957-10-18,1711004,2,2019-09-07,Not Delivered,50,2491,4,USD,2019-09-07,USD,1.0,Cigarette Lighter Adapter for Contoso Phones E110 Black,Contoso,Black,12.74,24.99,505,Cell phones Accessories,5,Cell phones,2000.0,2008-03-06
4260,1453427,Male,Ralph Thompson,Lancaster,KS,Kansas,66041,United States,North America,1957-11-03,2243014,1,2021-02-20,Not Delivered,50,423,1,USD,2021-02-20,USD,1.0,Adventure Works Desktop PC2.30 MD230 Black,Adventure Works,Black,275.46,599.0,303,Desktops,3,Computers,2000.0,2008-03-06
4261,1869727,Female,Ashley Conti,Fort Worth,KS,Kansas,76102,United States,North America,1943-01-29,2015006,2,2020-07-07,Not Delivered,50,508,5,USD,2020-07-07,USD,1.0,Adventure Works LCD20W M240 White,Adventure Works,White,128.3,279.0,304,Monitors,3,Computers,2000.0,2008-03-06
4262,2079305,Female,Elizabeth Ritchie,Havana,KS,Kansas,67347,United States,North America,1950-02-12,1718028,1,2019-09-14,Not Delivered,50,460,5,USD,2019-09-14,USD,1.0,WWI Desktop PC1.80 E1802 White,Wide World Importers,White,152.9,299.9,303,Desktops,3,Computers,2000.0,2008-03-06
4263,1869727,Female,Ashley Conti,Fort Worth,KS,Kansas,76102,United States,North America,1943-01-29,1995004,1,2020-06-17,Not Delivered,50,460,1,USD,2020-06-17,USD,1.0,WWI Desktop PC1.80 E1802 White,Wide World Importers,White,152.9,299.9,303,Desktops,3,Computers,2000.0,2008-03-06
4264,1877836,Female,Isabelle Harris,Wichita,KS,Kansas,67202,United States,North America,1973-06-08,862002,3,2017-05-11,Not Delivered,50,1602,2,USD,2017-05-11,USD,1.0,SV DVD 12-Inch Player Portable M400 Black,Southridge Video,Black,82.77,179.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2008-03-06
4265,1273792,Male,Richard Cushing,Wichita,KS,Kansas,67203,United States,North America,1957-10-18,1711004,1,2019-09-07,Not Delivered,50,1602,5,USD,2019-09-07,USD,1.0,SV DVD 12-Inch Player Portable M400 Black,Southridge Video,Black,82.77,179.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2008-03-06
4266,1675546,Female,Cynthia Green,Oakley,KS,Kansas,67748,United States,North America,1972-03-19,2241006,1,2021-02-18,Not Delivered,50,1583,2,USD,2021-02-18,USD,1.0,SV DVD 58 DVD Storage Binder M55 Black,Southridge Video,Black,6.39,13.89,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2008-03-06
4267,1361042,Male,Jerome Scott,Hays,KS,Kansas,67601,United States,North America,1963-10-31,1508054,7,2019-02-16,Not Delivered,50,1583,1,USD,2019-02-16,USD,1.0,SV DVD 58 DVD Storage Binder M55 Black,Southridge Video,Black,6.39,13.89,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2008-03-06
4268,1586325,Female,Mary Clark,Republic,KS,Kansas,66964,United States,North America,1974-06-07,1149031,3,2018-02-22,Not Delivered,50,456,3,USD,2018-02-22,USD,1.0,WWI Desktop PC2.30 M2300 White,Wide World Importers,White,257.06,559.0,303,Desktops,3,Computers,2000.0,2008-03-06
4269,1909047,Female,Renata Obad,Wichita,KS,Kansas,67202,United States,North America,1977-08-07,1993003,4,2020-06-15,Not Delivered,50,1653,5,USD,2020-06-15,USD,1.0,Contoso DVD 7-Inch Player Portable E200 Silver,Contoso,Silver,56.08,109.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2008-03-06
4270,1737038,Male,William Berry,Kansas City,KS,Kansas,66102,United States,North America,1990-10-12,584004,1,2016-08-06,Not Delivered,50,98,6,USD,2016-08-06,USD,1.0,WWI Wireless Bluetooth Stereo Headphones M170 Silver,Wide World Importers,Silver,55.18,120.0,106,Bluetooth Headphones,1,Audio,2000.0,2008-03-06
4271,2020420,Male,Delfor Aguilera,Ulysses,KS,Kansas,67880,United States,North America,1951-02-04,1819056,1,2019-12-24,Not Delivered,50,1689,2,USD,2019-12-24,USD,1.0,SV Hand Games for 12-16 boys E60 Yellow,Southridge Video,Yellow,2.54,4.98,701,Boxed Games,7,Games and Toys,2000.0,2008-03-06
4272,1522440,Male,Steven Crawford,Wichita,KS,Kansas,67202,United States,North America,1959-03-29,1833034,4,2020-01-07,Not Delivered,50,1689,6,USD,2020-01-07,USD,1.0,SV Hand Games for 12-16 boys E60 Yellow,Southridge Video,Yellow,2.54,4.98,701,Boxed Games,7,Games and Toys,2000.0,2008-03-06
4273,1627711,Female,Irene Pigg,Hiawatha,KS,Kansas,66434,United States,North America,1989-05-21,1725009,2,2019-09-21,Not Delivered,50,1610,2,USD,2019-09-21,USD,1.0,SV DVD 15-Inch Player Portable L200 Silver,Southridge Video,Silver,96.08,289.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2008-03-06
4274,1466537,Female,Sandra Babcock,Chester,KS,Kansas,68327,United States,North America,1972-04-16,1234010,1,2018-05-18,Not Delivered,50,399,1,USD,2018-05-18,USD,1.0,WWI Laptop16 M0160 White,Wide World Importers,White,275.46,599.0,301,Laptops,3,Computers,2000.0,2008-03-06
4275,1675546,Female,Cynthia Green,Oakley,KS,Kansas,67748,United States,North America,1972-03-19,1386022,1,2018-10-17,Not Delivered,50,52,5,USD,2018-10-17,USD,1.0,WWI 2GB Pulse Smart pen M100 Silver,Wide World Importers,Silver,91.95,199.95,104,Recording Pen,1,Audio,2000.0,2008-03-06
4276,2070269,Male,Jerrold Tucker,Girard,KS,Kansas,66743,United States,North America,1952-04-29,1616012,4,2019-06-04,Not Delivered,50,1659,1,USD,2019-06-04,USD,1.0,Contoso DVD 14-Inch Player Portable L100 White,Contoso,White,86.14,259.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2008-03-06
4277,1295537,Male,Patrick Stephenson,Sharon,KS,Kansas,67138,United States,North America,1935-09-18,430012,1,2016-03-05,Not Delivered,50,522,2,USD,2016-03-05,USD,1.0,WWI LCD20W M250 Black,Wide World Importers,Black,128.3,279.0,304,Monitors,3,Computers,2000.0,2008-03-06
4278,1986204,Female,Tanja Kilpeläinen,Leavenworth,KS,Kansas,66048,United States,North America,1935-08-16,1950001,2,2020-05-03,Not Delivered,50,1596,7,USD,2020-05-03,USD,1.0,SV DVD 55DVD Storage Binder M56 Red,Southridge Video,Red,5.82,12.66,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2008-03-06
4279,1657976,Female,Debra Quevedo,Emporia,KS,Kansas,66801,United States,North America,1998-12-03,1709008,4,2019-09-05,Not Delivered,50,1736,1,USD,2019-09-05,USD,1.0,MGS Rise of Nations E112,Tailspin Toys,White,14.28,28.0,702,Download Games,7,Games and Toys,2000.0,2008-03-06
4280,1819252,Female,Ariel Robinson,Brewster,KS,Kansas,67732,United States,North America,1977-09-29,1792035,2,2019-11-27,Not Delivered,50,1709,2,USD,2019-11-27,USD,1.0,MGS Gears of War M170,Tailspin Toys,Blue,32.25,70.13,702,Download Games,7,Games and Toys,2000.0,2008-03-06
4281,1232332,Male,Harry Smalley,Goodland,KS,Kansas,67735,United States,North America,1944-11-22,736009,7,2017-01-05,Not Delivered,50,1709,8,USD,2017-01-05,USD,1.0,MGS Gears of War M170,Tailspin Toys,Blue,32.25,70.13,702,Download Games,7,Games and Toys,2000.0,2008-03-06
4282,1273792,Male,Richard Cushing,Wichita,KS,Kansas,67203,United States,North America,1957-10-18,1711004,4,2019-09-07,Not Delivered,50,738,2,USD,2019-09-07,USD,1.0,Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 Green,Proseware,Green,75.54,228.0,306,"Printers, Scanners & Fax",3,Computers,2000.0,2008-03-06
4283,1877836,Female,Isabelle Harris,Wichita,KS,Kansas,67202,United States,North America,1973-06-08,1841025,1,2020-01-15,Not Delivered,50,1433,1,USD,2020-01-15,USD,1.0,The Phone Company Touch Screen Phones Capacitive M908 Grey,The Phone Company,Grey,141.64,308.0,503,Touch Screen Phones,5,Cell phones,2000.0,2008-03-06
4284,1962199,Female,Sophia Fernandes,Topeka,KS,Kansas,66606,United States,North America,1935-10-30,583003,1,2016-08-05,Not Delivered,50,1433,5,USD,2016-08-05,USD,1.0,The Phone Company Touch Screen Phones Capacitive M908 Grey,The Phone Company,Grey,141.64,308.0,503,Touch Screen Phones,5,Cell phones,2000.0,2008-03-06
4285,1835506,Female,Gina Tabb,Wichita,KS,Kansas,67202,United States,North America,1940-09-07,1987004,3,2020-06-09,Not Delivered,50,1573,1,USD,2020-06-09,USD,1.0,SV DVD Player M120 White,Southridge Video,White,27.13,58.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2008-03-06
4286,1404840,Female,Annette Holloway,Manhattan,KS,Kansas,66502,United States,North America,1966-04-14,1705003,3,2019-09-01,Not Delivered,50,77,5,USD,2019-09-01,USD,1.0,NT Bluetooth Active Headphones E202 Silver,Northwind Traders,Silver,17.45,37.95,106,Bluetooth Headphones,1,Audio,2000.0,2008-03-06
4287,1483653,Female,Selma Murphy,Hutchinson,KS,Kansas,67501,United States,North America,1968-08-28,1284014,1,2018-07-07,Not Delivered,50,143,3,USD,2018-07-07,USD,1.0,"Adventure Works 15.6"" LCD TV M130W White",Adventure Works,White,152.94,299.99,201,Televisions,2,TV and Video,2000.0,2008-03-06
4288,1770572,Male,Frederick Powers,Hays,KS,Kansas,67601,United States,North America,1969-11-20,728014,1,2016-12-28,Not Delivered,50,176,3,USD,2016-12-28,USD,1.0,SV 16xDVD M360 Black,Southridge Video,Black,58.36,126.9,202,VCD & DVD,2,TV and Video,2000.0,2008-03-06
4289,1545880,Female,Venus Russell,Hays,KS,Kansas,67601,United States,North America,1951-06-15,1795047,3,2019-11-30,Not Delivered,50,176,1,USD,2019-11-30,USD,1.0,SV 16xDVD M360 Black,Southridge Video,Black,58.36,126.9,202,VCD & DVD,2,TV and Video,2000.0,2008-03-06
4290,1675160,Female,Kendra Bland,Hays,KS,Kansas,67601,United States,North America,2000-12-30,1383001,4,2018-10-14,Not Delivered,50,176,3,USD,2018-10-14,USD,1.0,SV 16xDVD M360 Black,Southridge Video,Black,58.36,126.9,202,VCD & DVD,2,TV and Video,2000.0,2008-03-06
4291,1796158,Male,Neal Obrien,Latham,KS,Kansas,67072,United States,North America,1980-05-06,1867009,3,2020-02-10,Not Delivered,50,1652,1,USD,2020-02-10,USD,1.0,Contoso DVD 12-Inch Player Portable M400 Silver,Contoso,Silver,82.77,179.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2008-03-06
4292,1869727,Female,Ashley Conti,Fort Worth,KS,Kansas,76102,United States,North America,1943-01-29,1967012,2,2020-05-20,Not Delivered,50,1445,2,USD,2020-05-20,USD,1.0,"The Phone Company Touch Screen Phones 26-1.4"" M250 Gold",The Phone Company,Gold,123.24,268.0,503,Touch Screen Phones,5,Cell phones,2000.0,2008-03-06
4293,1819252,Female,Ariel Robinson,Brewster,KS,Kansas,67732,United States,North America,1977-09-29,854001,6,2017-05-03,Not Delivered,50,2091,6,USD,2017-05-03,USD,1.0,Contoso Water Heater 4.3GPM M1250 Blue,Contoso,Blue,403.53,877.5,804,Water Heaters,8,Home Appliances,2000.0,2008-03-06
4294,1721080,Male,Don Klinger,Kansas City,KS,Kansas,64108,United States,North America,1988-01-06,1648003,1,2019-07-06,Not Delivered,50,111,3,USD,2019-07-06,USD,1.0,WWI Wireless Transmitter and Bluetooth Headphones X250 Black,Wide World Importers,Black,82.83,249.99,106,Bluetooth Headphones,1,Audio,2000.0,2008-03-06
4295,1295537,Male,Patrick Stephenson,Sharon,KS,Kansas,67138,United States,North America,1935-09-18,1367017,1,2018-09-28,Not Delivered,50,1728,3,USD,2018-09-28,USD,1.0,MGS Age of Mythology: Gold Edition M310,Tailspin Toys,Blue,36.7,79.8,702,Download Games,7,Games and Toys,2000.0,2008-03-06
4296,1739377,Female,Marian Bryant,Hutchinson,KS,Kansas,67501,United States,North America,1988-11-21,1652027,3,2019-07-10,Not Delivered,50,458,5,USD,2019-07-10,USD,1.0,WWI Desktop PC1.80 E1800 White,Wide World Importers,White,117.21,229.9,303,Desktops,3,Computers,2000.0,2008-03-06
4297,1657976,Female,Debra Quevedo,Emporia,KS,Kansas,66801,United States,North America,1998-12-03,1709008,1,2019-09-05,Not Delivered,50,1779,3,USD,2019-09-05,USD,1.0,MGS Zoo Tycoon2: Marine Mania Expansion Pack 2008 E135,Tailspin Toys,Blue,21.92,43.0,702,Download Games,7,Games and Toys,2000.0,2008-03-06
4298,1572728,Female,Gloria Newman,Wichita,KS,Kansas,67204,United States,North America,1984-05-01,1024002,1,2017-10-20,Not Delivered,50,1601,5,USD,2017-10-20,USD,1.0,SV DVD 9-Inch Player Portable M300 Black,Southridge Video,Black,73.57,159.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2008-03-06
4299,1877836,Female,Isabelle Harris,Wichita,KS,Kansas,67202,United States,North America,1973-06-08,862002,2,2017-05-11,Not Delivered,50,1601,3,USD,2017-05-11,USD,1.0,SV DVD 9-Inch Player Portable M300 Black,Southridge Video,Black,73.57,159.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2008-03-06
4300,1869727,Female,Ashley Conti,Fort Worth,KS,Kansas,76102,United States,North America,1943-01-29,1995004,2,2020-06-17,Not Delivered,50,1311,3,USD,2020-06-17,USD,1.0,Contoso Digital Camera/Camcorder USB Cable E324 White,Contoso,White,14.28,28.0,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,2000.0,2008-03-06
4301,1601387,Female,Janice Bradford,Madison,KS,Kansas,66860,United States,North America,1993-03-19,1361036,2,2018-09-22,Not Delivered,50,1283,2,USD,2018-09-22,USD,1.0,Contoso Mini Battery Charger Kit E320 White,Contoso,White,12.74,24.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,2000.0,2008-03-06
4302,1295537,Male,Patrick Stephenson,Sharon,KS,Kansas,67138,United States,North America,1935-09-18,430012,2,2016-03-05,Not Delivered,50,50,4,USD,2016-03-05,USD,1.0,WWI 2GB Pulse Smart pen M100 Black,Wide World Importers,Black,91.95,199.95,104,Recording Pen,1,Audio,2000.0,2008-03-06
4303,1361042,Male,Jerome Scott,Hays,KS,Kansas,67601,United States,North America,1963-10-31,1714013,1,2019-09-10,Not Delivered,50,50,1,USD,2019-09-10,USD,1.0,WWI 2GB Pulse Smart pen M100 Black,Wide World Importers,Black,91.95,199.95,104,Recording Pen,1,Audio,2000.0,2008-03-06
4304,1909047,Female,Renata Obad,Wichita,KS,Kansas,67202,United States,North America,1977-08-07,1993003,3,2020-06-15,Not Delivered,50,1676,2,USD,2020-06-15,USD,1.0,MGS Hand Games women M400 Red,Tailspin Toys,Red,4.13,8.99,701,Boxed Games,7,Games and Toys,2000.0,2008-03-06
4305,1627711,Female,Irene Pigg,Hiawatha,KS,Kansas,66434,United States,North America,1989-05-21,2166003,2,2020-12-05,Not Delivered,50,1368,1,USD,2020-12-05,USD,1.0,Contoso Expandable 2-Handset Cordless Phone System M205 White,Contoso,White,18.48,40.19,501,Home & Office Phones,5,Cell phones,2000.0,2008-03-06
4306,1675160,Female,Kendra Bland,Hays,KS,Kansas,67601,United States,North America,2000-12-30,1746046,1,2019-10-12,Not Delivered,50,343,7,USD,2019-10-12,USD,1.0,Fabrikam Laptop19 M9000 Black,Fabrikam,Black,364.12,1099.0,301,Laptops,3,Computers,2000.0,2008-03-06
4307,1675546,Female,Cynthia Green,Oakley,KS,Kansas,67748,United States,North America,1972-03-19,1828028,1,2020-01-02,Not Delivered,50,1614,1,USD,2020-01-02,USD,1.0,SV DVD 14-Inch Player Portable L100 White,Southridge Video,White,86.14,259.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2008-03-06
4308,1586325,Female,Mary Clark,Republic,KS,Kansas,66964,United States,North America,1974-06-07,1253011,1,2018-06-06,Not Delivered,50,1614,6,USD,2018-06-06,USD,1.0,SV DVD 14-Inch Player Portable L100 White,Southridge Video,White,86.14,259.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2008-03-06
4309,1417576,Male,James Conway,Olpe,KS,Kansas,66865,United States,North America,1967-03-20,1610012,2,2019-05-29,Not Delivered,50,1621,1,USD,2019-05-29,USD,1.0,Contoso DVD Movies E100 Yellow,Contoso,Yellow,6.62,12.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2008-03-06
4310,1232332,Male,Harry Smalley,Goodland,KS,Kansas,67735,United States,North America,1944-11-22,736009,5,2017-01-05,Not Delivered,50,1658,2,USD,2017-01-05,USD,1.0,Contoso DVD 7-Inch Player Portable E200 White,Contoso,White,56.08,109.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2008-03-06
4311,1443641,Male,David Rush,Paola,KS,Kansas,66071,United States,North America,1945-12-29,1525002,3,2019-03-05,Not Delivered,50,1494,7,USD,2019-03-05,USD,1.0,The Phone Company Smart phones 160x160 M26 White,The Phone Company,White,95.65,208.0,504,Smart phones & PDAs,5,Cell phones,2000.0,2008-03-06
4312,1613605,Female,Kristen Jackson,Dodge City,KS,Kansas,67801,United States,North America,1941-12-27,1511034,1,2019-02-19,Not Delivered,50,1494,4,USD,2019-02-19,USD,1.0,The Phone Company Smart phones 160x160 M26 White,The Phone Company,White,95.65,208.0,504,Smart phones & PDAs,5,Cell phones,2000.0,2008-03-06
4313,1601387,Female,Janice Bradford,Madison,KS,Kansas,66860,United States,North America,1993-03-19,581000,1,2016-08-03,Not Delivered,50,625,1,USD,2016-08-03,USD,1.0,WWI Projector 720p DLP56 White,Wide World Importers,White,459.4,999.0,305,Projectors & Screens,3,Computers,2000.0,2008-03-06
4314,1744031,Male,Justin Furman,Arkansas City,KS,Kansas,67005,United States,North America,1946-05-06,1686013,5,2019-08-13,Not Delivered,50,430,3,USD,2019-08-13,USD,1.0,Adventure Works Desktop PC1.60 ED160 Brown,Adventure Works,Brown,137.63,269.95,303,Desktops,3,Computers,2000.0,2008-03-06
4315,1453427,Male,Ralph Thompson,Lancaster,KS,Kansas,66041,United States,North America,1957-11-03,750000,1,2017-01-19,Not Delivered,50,386,2,USD,2017-01-19,USD,1.0,Adventure Works Laptop19W X1980 Blue,Adventure Works,Blue,430.38,1299.0,301,Laptops,3,Computers,2000.0,2008-03-06
4316,1675546,Female,Cynthia Green,Oakley,KS,Kansas,67748,United States,North America,1972-03-19,2241006,3,2021-02-18,Not Delivered,50,1687,2,USD,2021-02-18,USD,1.0,SV Hand Games men M30 Yellow,Southridge Video,Yellow,3.16,6.88,701,Boxed Games,7,Games and Toys,2000.0,2008-03-06
4317,1657976,Female,Debra Quevedo,Emporia,KS,Kansas,66801,United States,North America,1998-12-03,1709008,2,2019-09-05,Not Delivered,50,1687,7,USD,2019-09-05,USD,1.0,SV Hand Games men M30 Yellow,Southridge Video,Yellow,3.16,6.88,701,Boxed Games,7,Games and Toys,2000.0,2008-03-06
4318,1440061,Female,Virgie Farrell,Belleville,KS,Kansas,66935,United States,North America,1996-08-21,1464014,3,2019-01-03,Not Delivered,50,1600,1,USD,2019-01-03,USD,1.0,SV DVD External DVD Burner M200 Silver,Southridge Video,Silver,26.62,57.88,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2008-03-06
4319,1675546,Female,Cynthia Green,Oakley,KS,Kansas,67748,United States,North America,1972-03-19,1386022,3,2018-10-17,Not Delivered,50,2050,2,USD,2018-10-17,USD,1.0,Litware Microwave 2.2CuFt M125 Blue,Litware,Blue,91.97,199.99,803,Microwaves,8,Home Appliances,2000.0,2008-03-06
4320,2070269,Male,Jerrold Tucker,Girard,KS,Kansas,66743,United States,North America,1952-04-29,1270013,3,2018-06-23,Not Delivered,50,79,1,USD,2018-06-23,USD,1.0,NT Wireless Bluetooth Stereo Headphones E302 White,Northwind Traders,White,18.65,40.55,106,Bluetooth Headphones,1,Audio,2000.0,2008-03-06
4321,1986204,Female,Tanja Kilpeläinen,Leavenworth,KS,Kansas,66048,United States,North America,1935-08-16,519009,2,2016-06-02,Not Delivered,50,107,3,USD,2016-06-02,USD,1.0,WWI Stereo Bluetooth Headphones New Generation M370 White,Wide World Importers,White,61.16,132.99,106,Bluetooth Headphones,1,Audio,2000.0,2008-03-06
4322,1510796,Female,Maggie Paxton,Wichita,KS,Kansas,67214,United States,North America,1995-09-22,1984022,1,2020-06-06,Not Delivered,50,1755,1,USD,2020-06-06,USD,1.0,MGS MechWarrior 4: Knight E121,Tailspin Toys,Black,33.09,64.9,702,Download Games,7,Games and Toys,2000.0,2008-03-06
4323,1889587,Male,William Hamilton,Everest,KS,Kansas,66424,United States,North America,1995-10-10,1021005,3,2017-10-17,Not Delivered,50,2496,2,USD,2017-10-17,USD,1.0,Headphone Adapter for Contoso Phone E130 Silver,Contoso,Silver,5.09,9.99,505,Cell phones Accessories,5,Cell phones,2000.0,2008-03-06
4324,1361042,Male,Jerome Scott,Hays,KS,Kansas,67601,United States,North America,1963-10-31,1508054,1,2019-02-16,Not Delivered,50,83,2,USD,2019-02-16,USD,1.0,NT Wireless Bluetooth Stereo Headphones M402 Silver,Northwind Traders,Silver,45.98,99.99,106,Bluetooth Headphones,1,Audio,2000.0,2008-03-06
4325,1417576,Male,James Conway,Olpe,KS,Kansas,66865,United States,North America,1967-03-20,1610012,1,2019-05-29,Not Delivered,50,1450,6,USD,2019-05-29,USD,1.0,The Phone Company Touch Screen Phones Capacitive M908 Gold,The Phone Company,Gold,141.64,308.0,503,Touch Screen Phones,5,Cell phones,2000.0,2008-03-06
4326,1572728,Female,Gloria Newman,Wichita,KS,Kansas,67204,United States,North America,1984-05-01,1024002,3,2017-10-20,Not Delivered,50,1651,2,USD,2017-10-20,USD,1.0,Contoso DVD 9-Inch Player Portable M300 Silver,Contoso,Silver,73.57,159.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2008-03-06
4327,1443641,Male,David Rush,Paola,KS,Kansas,66071,United States,North America,1945-12-29,2051005,3,2020-08-12,Not Delivered,50,1651,1,USD,2020-08-12,USD,1.0,Contoso DVD 9-Inch Player Portable M300 Silver,Contoso,Silver,73.57,159.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2008-03-06
4328,1601387,Female,Janice Bradford,Madison,KS,Kansas,66860,United States,North America,1993-03-19,581000,2,2016-08-03,Not Delivered,50,1651,5,USD,2016-08-03,USD,1.0,Contoso DVD 9-Inch Player Portable M300 Silver,Contoso,Silver,73.57,159.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2008-03-06
4329,2070269,Male,Jerrold Tucker,Girard,KS,Kansas,66743,United States,North America,1952-04-29,1616012,2,2019-06-04,Not Delivered,50,94,2,USD,2019-06-04,USD,1.0,WWI Stereo Bluetooth Headphones E1000 Black,Wide World Importers,Black,34.36,67.4,106,Bluetooth Headphones,1,Audio,2000.0,2008-03-06
4330,1744031,Male,Justin Furman,Arkansas City,KS,Kansas,67005,United States,North America,1946-05-06,2100006,2,2020-09-30,Not Delivered,50,2514,7,USD,2020-09-30,USD,1.0,Contoso Bluetooth Active Headphones L15 White,Contoso,White,43.07,129.99,505,Cell phones Accessories,5,Cell phones,2000.0,2008-03-06
4331,1819252,Female,Ariel Robinson,Brewster,KS,Kansas,67732,United States,North America,1977-09-29,1792035,1,2019-11-27,Not Delivered,50,1786,1,USD,2019-11-27,USD,1.0,MGS Zoo Tycoon 2008 E142,Tailspin Toys,Pink,21.92,43.0,702,Download Games,7,Games and Toys,2000.0,2008-03-06
4332,1370573,Female,Johanna Secrist,Grinnell,KS,Kansas,67738,United States,North America,1957-05-07,1456070,3,2018-12-26,Not Delivered,50,138,1,USD,2018-12-26,USD,1.0,"Adventure Works 32"" LCD HDTV M130 Black",Adventure Works,Black,229.93,499.99,201,Televisions,2,TV and Video,2000.0,2008-03-06
4333,1739377,Female,Marian Bryant,Hutchinson,KS,Kansas,67501,United States,North America,1988-11-21,2166004,1,2020-12-05,Not Delivered,50,1642,1,USD,2020-12-05,USD,1.0,Contoso DVD External DVD Burner M200 Black,Contoso,Black,26.62,57.88,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2008-03-06
4334,1303880,Female,Margaret Juarez,Kansas City,KS,Kansas,64110,United States,North America,1937-07-06,1639024,1,2019-06-27,Not Delivered,50,1967,1,USD,2019-06-27,USD,1.0,Litware Refrigerator 3.2CuFt E160 Blue,Litware,Blue,142.75,279.99,802,Refrigerators,8,Home Appliances,2000.0,2008-03-06
4335,1686106,Male,Roosevelt Gonzalez,Kansas City,KS,Kansas,66215,United States,North America,1961-09-10,917011,1,2017-07-05,Not Delivered,50,1612,1,USD,2017-07-05,USD,1.0,SV DVD 12-Inch Player Portable M400 White,Southridge Video,White,82.77,179.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2008-03-06
4336,1897695,Male,William Harper,Andover,KS,Kansas,67002,United States,North America,1964-09-16,2161002,1,2020-11-30,Not Delivered,50,1612,6,USD,2020-11-30,USD,1.0,SV DVD 12-Inch Player Portable M400 White,Southridge Video,White,82.77,179.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2008-03-06
4337,1522440,Male,Steven Crawford,Wichita,KS,Kansas,67202,United States,North America,1959-03-29,1833034,5,2020-01-07,Not Delivered,50,1788,2,USD,2020-01-07,USD,1.0,MGS Age of Mythology: Gold Edition 2009 E144,Tailspin Toys,Silver,21.92,43.0,702,Download Games,7,Games and Toys,2000.0,2008-03-06
